nom,Énergie_kcal_100g,Lipides_g_100g,AG_saturés_g_100g,Acide_oléique_W9_g_100g,Acide_linoléique_W6_LA_g_100g,Acide_alpha-linolénique_W3_ALA_g_100g,EPA_g_100g,DHA_g_100g,Cholestérol_mg_100g,Glucides_g_100g,Sucres_g_100g,Fibres_g_100g,Protéines_g_100g,Sel_g_100g,Calcium_mg_100g,Cuivre_mg_100g,Fer_mg_100g,Iode_µg_100g,Magnésium_mg_100g,Manganèse_mg_100g,Phosphore_mg_100g,Potassium_mg_100g,Sélénium_µg_100g,Sodium_mg_100g,Zinc_mg_100g,Rétinol_µg_100g,Beta-Carotène_µg_100g,Vitamine_D_µg_100g,Vitamine_E_mg_100g,Vitamine_K1_µg_100g,Vitamine_K2_µg_100g,Vitamine_C_mg_100g,Vitamine_B1_mg_100g,Vitamine_B2_mg_100g,Vitamine_B3_mg_100g,Vitamine_B5_mg_100g,Vitamine_B6_mg_100g,Vitamine_B9_µg_100g,Vitamine_B12_µg_100g
"Sauce grand veneur, préemballée","102,8",7,"4,85",0,0,0,0,0,0,"8,45","6,6",0,"1,5","1,14",0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce hollandaise, préemballée","201,28","19,8","7,23","5,54","5,31","0,07","0,01","0,01","56,7","4,58","0,7","0,5","1,19","1,19",17,"0,01","0,2",20,"2,6","0,02",34,62,20,476,"0,18","76,7",200,"0,25","5,56","2,3",0,"9,1","0,015","0,054","0,1","0,26","0,019","10,7","0,15"
"Sauce indienne type tandoori ou tikka masala, préemballée","82,9","1,7","0,35",0,0,0,0,0,0,"14,3","12,3","1,9","2,6","2,4",0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce kebab, préemballée","289,4","27,6","2,3",0,0,0,0,0,0,"9,15","4,6","0,1","1,1","1,5",0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce madère, préemballée","36,6","2,2","1,1",0,0,0,0,0,0,"3,6","1,9","0,5","0,6","1,1",0,0,0,0,0,0,0,160,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce moutarde, préemballée","225,04","22,8",0,0,0,0,0,0,"40,8","3,3","0,92",2,"1,66","2,35","34,3","0,1","0,5",4,"12,5","0,1",36,"68,7","1,6",940,"0,3",44,29,"0,5","7,4",0,0,"0,5","0,056","0,05","0,26","0,16","0,052",20,"0,08"
"Sauce Nuoc Mâm ou Sauce au poisson, préemballée","81,2",0,0,0,0,0,0,0,0,"10,9","8,34","0,2","9,3","22,2",0,0,0,0,0,0,0,0,0,8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce pesto rosso, préemballée","296,52",27,"3,95",0,0,0,0,0,0,"8,58","2,75","4,15","4,8","1,99",0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce pesto, préemballée",370,"35,4","4,39","17,3","11,6","0,06","0,01","0,01","18,2","6,6","3,2","2,5","3,94","2,64",150,"0,28","0,59",20,36,"0,38",94,200,20,1060,"0,66",13,831,"0,25","17,9",127,0,"92,6","0,047","0,097","0,59","0,31","0,073","25,8",0
"Sauce pour nems à base de nuoc0mam dilué, préemballée",135,"0,5","0,01","0,01","0,01","0,01","0,01","0,01",0,"31,2","30,9","0,25","1,38","4,29","6,5","0,01","0,1",20,29,"0,01","3,4",53,20,1710,"0,05",0,5,"0,25","0,08","0,8",0,0,"0,015","0,013","6,38","0,065","0,01",5,0
"Sauce rouille, préemballée",381,"41,4","5,7",0,0,0,0,0,0,1,0,0,"1,1","1,18",0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce soja sucrée, préemballée","16,02","0,5","0,01","0,01","0,01","0,01","0,01","0,01",0,0,"39,5",0,"2,88","6,9",18,"0,01","0,62",20,17,"0,35",39,410,20,2760,"0,41",0,5,"0,25","0,08","0,8",0,0,"0,015","0,01","1,18","0,07","0,039","11,5",0
"Sauce soja, préemballée","45,5","0,1","0,0085","0,007","0,018","0,002",0,0,0,"3,64","1,32","0,86","7,08","18,6","27,3","0,044","1,72",1,"83,7","0,46",128,547,10,7440,"0,4",0,0,0,0,0,0,0,"0,046","0,16","3,08","0,34","0,17",16,0
"Sauce tartare, préemballée","517,36",55,"4,99","29,8","11,3","4,53","0,01","0,01","35,1","4,6","3,11","0,47","0,99","1,94",15,"0,02","0,32",20,"3,9","0,04",25,54,20,799,"0,16",0,"23,3","0,25","13,3",154,0,"0,5","0,019","0,015","0,1","0,22","0,022","5,23","0,31"
"Sauce teriyaki, préemballée","88,82","1,06","0,3",0,0,0,0,0,0,16,"13,2","0,1","3,82","6,13",25,"0,1","1,7",0,61,0,154,225,0,3830,"0,1",0,0,0,0,0,0,0,"0,03","0,07","1,27","0,2","0,1",8,0
"Sauce tomate à la viande ou Sauce bolognaise, préemballée","89,25","4,81","1,78","1,42","0,3","0,018","0,00085","0,01","13,7","7,27","4,74","2,29","4,22","1,18","22,9","0,097","0,87",8,"29,9","0,11",40,426,10,469,"0,82",2,415,"0,5","1,88",0,0,"7,55","0,25","0,057","1,65","0,16","0,19",39,"0,31"
"Sauce tomate au fromage, préemballée","175,92","14,2","3,83",0,0,0,0,0,0,"8,09","4,6","2,41","3,94","1,31",0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce tomate aux champignons, préemballée","62,4","2,68","0,26","0,38","0,86","0,01","0,01","0,01","0,7","7,78","4,58","2,35","1,79","1,04",12,"0,07","0,44",20,14,"0,15",32,150,20,410,"0,18",0,1070,"0,94","2,07","0,8",0,"8,54","0,03","0,02","2,22","0,16","0,062","34,5","0,074"
"Sauce tomate aux oignons, préemballée","74,46","4,18","0,49","0,75","0,63","0,038",0,"0,005",0,"7,69","5,44","2,17","1,52","1,17","24,4","0,098","0,58","18,2","24,7","0,1",26,553,10,467,"0,17",0,259,0,"1,44","2,8",0,"5,45","0,027","0,093","0,86","0,31","0,079",9,0
"Sauce tomate aux olives, préemballée","101,52","7,32","0,88","4,51","1,62","0,05","0,01","0,01","0,7","7,5","3,68","3,34","1,41","1,83",30,"0,09","0,96",20,"9,1","0,11",30,160,20,738,"0,17",0,1720,0,"3,72","4,62",0,"3,75","0,025","0,01","3,26","0,41","0,06","16,5",0
"Sauce tomate aux petits légumes, préemballée","62,54","2,9","0,35","1,46","0,47","0,18",0,"0,01",0,"7,57","5,22","2,12","1,54","0,99",0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce végétale type bolognaise, préemballée",68,3,"0,48","1,17","1,07","0,03","0,01","0,01",0,"5,05","5,05","2,46","3,56","0,77",27,"0,21","0,91",20,25,"0,23",52,400,20,309,"0,36",0,457,"0,25","2,32","7,35",0,"1,1","0,027","0,014","0,88","0,16","0,076","18,8",0
"Sauce vinaigrette (50 à 75% d'huile), préemballée",492,"52,4",0,0,0,0,0,0,"0,7","4,56","2,9","0,34","0,54","2,57",20,"0,02","0,64",20,12,"0,14",33,110,50,1010,"0,18",21,30,0,"12,9","98,8",0,"0,5","0,12","0,01","0,4","0,046","0,049","6,58","0,037"
"Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée","495,48","52,8","6,01",0,0,0,0,0,0,"4,54","3,66","0,32","0,53","2,41","7,63","0,014",0,1,"0,11","0,0067",0,0,"3,35",953,"0,018",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée","249,16","26,4","2,2","13,5","6,44","1,77","0,01","0,01","0,7","2,39","1,73","0,5","0,5","1,9",21,"0,01","0,18",20,"6,3","0,05",15,32,50,761,"0,08",21,185,"1,8","7,46",0,0,"0,5","0,026","0,01","0,21","0,13","0,01","9,98","0,15"
Saucisse (aliment moyen),281,23,"9,44","9,2","2,25","0,22","0,022","0,022","78,5","0,88","0,65","0,29","17,3","2,05","20,8","0,066","1,15","11,4","19,1","0,039",149,438,"7,94",834,"2,1","15,3",144,"0,31","0,6",0,0,"5,3","0,31","0,17","4,06","0,52","0,18","6,18","0,7"
Saucisse alsacienne fumée ou Gendarme,"300,1","24,9","8,56",0,0,"0,17",0,0,"84,6",0,0,0,19,"2,75","18,3","0,1","2,2",2,"21,3","0,1",202,283,0,1100,"1,5",6,0,"0,5","0,64",0,0,"16,8","0,37","0,15","5,35","0,54","0,25",16,"0,95"
Saucisse cocktail,290,"25,9","9,59","9,94","2,71","0,23",0,0,"64,7","1,46","1,09","0,27","12,7","2,1","31,6","0,1","0,65",14,20,"0,1",112,305,5,849,"1,1","3,5",0,"0,5","0,1",0,0,"8,8","0,2","0,14","2,43","0,3","0,13","24,2","0,8"
Saucisse de bière,"319,3","29,7",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisse de foie,374,"35,9",12,0,0,0,0,0,128,"0,9","0,9","0,3","11,7","2,03",41,0,"5,3",0,0,0,154,143,58,810,"2,7",102,0,"1,09","2,15",0,0,2,"0,24","0,92","3,6",0,"0,17",23,0
Saucisse de Francfort,271,"23,4",9,"10,1","2,62","0,21",0,0,"73,1","1,24",1,"0,5","13,7",2,"16,5","0,18","0,91",14,"11,9","0,2",152,164,"5,48",790,"1,4",0,0,"0,26","0,1",0,0,0,"0,29","0,2","2,47",0,"0,11","1,6","0,42"
Saucisse de jambon pur porc,224,"17,5","6,8",0,0,0,0,0,0,1,"0,7",0,"15,7",2,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisse de langue à la pistache,"293,4","25,8",0,0,0,0,0,0,0,0,0,0,"15,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisse de Montbéliard,319,"27,3","10,5",12,"2,77","0,28",0,0,78,1,"0,75",0,"17,3","2,33","29,9","0,1","0,5","29,7","26,8","0,1",146,311,5,931,2,"6,5",0,"0,5","0,34",0,0,"0,5","0,53","0,18","5,28","0,74","0,34","28,5","0,63"
Saucisse de Morteau,397,"36,6",0,0,0,0,0,0,0,1,"0,5",0,16,"2,6",0,0,0,7,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saucisse de Morteau, bouillie/cuite à l'eau",323,"29,1","12,2","11,9","3,33","0,25",0,0,"77,3",0,0,0,"15,2","2,02","8,4","0,1","0,8",9,15,"0,1",126,230,7,809,"1,9",11,30,"0,5","0,13",0,0,1,"0,41","0,15","3,75","0,61","0,27",20,"0,49"
Saucisse de Strasbourg ou Knack,291,"25,9","10,9","10,8","2,75","0,22","0,0013","0,0027","73,1","1,39","1,06","1,37","12,4","2,21","23,7","0,065","1,12",7,"13,4","0,015",152,204,10,942,"1,13",0,0,"0,26","0,38",0,0,"9,4","0,29","0,2","2,47",0,"0,11","1,6","0,42"
"Saucisse de Toulouse, crue",327,30,"11,3","8,6","2,95","0,24","0,042","0,052","65,9",1,1,0,"13,2","1,89","28,9","0,069","0,9",7,"21,7","0,023",137,0,"11,2",747,"2,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saucisse de Toulouse, cuite",274,"22,1","8,2","9,31","2,45","0,18","0,042","0,052","88,5",0,0,0,"18,8","1,71","11,5","0,1","0,9",8,"18,2","0,1",141,650,9,686,"2,2",14,30,"0,5","0,35",0,0,1,"0,41","0,22","4,4","0,56","0,24",20,"0,41"
"Saucisse de volaille, façon charcutière",231,"17,7","6,2",0,0,0,0,0,0,"1,19","0,9",0,"16,8","1,75",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saucisse de volaille, type Knack",236,"18,9","5,34","7,27","3,42","0,44","0,01","0,01",0,"1,82","1,01",0,14,"1,87",0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saucisse fumée, à cuire","343,5","30,7",0,0,0,0,0,0,0,0,0,0,"16,8","1,89",0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisse sèche,451,"37,1","14,5",0,0,0,0,0,0,"1,7","1,21","0,59","27,3","4,74",0,0,0,7,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saucisse végétale au blé ou seitan, préemballé",250,"10,5","2,79","6,32","0,78","0,04","0,01","0,01",0,"7,53","1,74","4,6","27,1","1,82",37,"0,27","1,7",20,32,"0,75",110,200,20,728,"1,8",0,132,"0,25","5,92","2,29",0,"0,5","0,11","0,16","0,49","0,46","0,078","40,6",0
"Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée",231,"16,3","1,95","4,8","8,24","0,37","0,01","0,01",0,"5,69","0,5",3,"13,4","1,68",140,"0,23",2,20,58,"0,86",210,120,20,670,"1,4",0,"98,2","0,25","7,78","12,8",0,"0,5","0,042","0,026","0,18","0,19","0,027","17,3",0
"Saucisse viennoise, crue","232,9","21,3",0,0,0,0,0,0,0,0,0,0,"10,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisson à l'ail,280,"23,6","9,92",0,0,"0,18",0,0,0,"1,63","0,86","0,63",15,2,9,0,"2,3",7,9,0,174,230,0,783,0,0,0,0,0,0,0,5,"0,16","0,22","2,6",0,0,0,0
"Saucisson brioché, cuit",309,"17,4","8,6","6,01","1,41","0,13","0,0081","0,016","86,4","22,6","3,8",2,"14,7","1,38",19,"0,09","1,1",20,21,"0,22",160,240,50,550,"1,7","49,7",0,"0,5","0,76","0,8",0,0,"0,3","0,14","2,66","1,02","0,18",12,"0,54"
Saucisson cuit pur porc,322,29,0,0,0,0,0,0,0,"1,3",0,0,"13,8","1,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Saucisson de cheval type cervelas,"236,8",20,"7,1","7,5","2,12","0,6","0,01","0,01","48,2",0,"1,4",0,"14,2","2,46",15,"0,09","1,9",20,13,"0,05",290,200,20,985,"1,9",21,0,"0,25","0,9",0,0,0,"0,059","0,064","2,04","0,41","0,15","6,18","2,18"
Saucisson de Paris,346,"32,7","3,5",0,0,0,0,0,0,"0,6","0,5",0,"12,5","1,73",0,0,0,0,0,0,140,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saucisson de Paris, fumé",288,"25,6",0,0,0,0,0,0,0,"0,6",0,0,"13,7",0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisson sec,418,"34,5","11,3","13,7","3,04","0,21","0,0078","0,016","99,4","2,41","1,2","0,73","24,2","4,75","14,4","0,099","1,27",7,32,"0,12",237,583,10,1900,"2,7",0,0,"0,5","0,16",0,0,5,"0,62","0,37","8,55",0,"0,43","1,64","0,67"
Saucisson sec aux noix et/ou noisettes,477,"39,7","14,1",0,0,0,0,0,0,"1,78","1,04","0,75","27,7","4,31",0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saucisson sec pur porc,417,"32,3","12,2","11,8","3,42","0,27","0,01","0,01","99,3","1,79","1,4",0,"28,7","4,46","15,8","0,4","1,68","4,1","26,7","0,2",243,525,"11,8",1780,"3,6",0,0,"0,55","0,58",0,0,5,"0,6","0,3","8,64",0,"0,43","1,35","0,68"
"Saucisson sec pur porc, qualité supérieure",366,"27,6","10,9",0,"2,54","0,2",0,0,100,"1,65","1,65","0,5","27,7","4,22",20,"0,3","1,6",0,"29,5","0,2",260,510,5,1790,"3,5",0,0,"0,45","0,74",0,0,5,"0,7",0,"8,2",0,"0,45","2,8","0,66"
"Sauge, fraîche","36,7","0,5","0,01","0,01","0,01","0,01","0,01","0,01",0,"0,97","0,3",7,4,"0,028",230,"0,13","4,6",20,54,"1,9",57,510,20,"11,1","0,28",0,652,"0,25","1,46","44,9",0,"0,5","0,14","0,09","0,1","0,68","0,14","72,1",0
"Sauge, séchée",320,"12,8","7,03",0,0,0,0,0,0,"20,4","1,71","40,3","10,6","0,028",1650,"0,76","28,1",0,428,"3,13",91,1070,0,11,"4,7",0,3490,0,"7,48",1710,0,"32,4","0,75","0,34","5,72",0,"2,69",274,0
"Saumon à l'oseille, préemballé",133,"7,65","3,19",0,"0,57","0,18",0,0,0,"7,43","0,58","0,73","8,36","0,69",0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saumon farci, préemballé",227,"16,2","3,8",0,0,0,0,0,0,"0,4","0,4","2,4","18,8","0,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saumon fumé,178,"9,49","2,06","1,76","0,73","0,25","0,63","0,79","72,1","0,91",0,"0,25",22,"3,51","5,97","0,035","0,16",40,"38,3","0,0098",214,551,10,1410,"0,24",15,8,"5,45","2,85",0,0,0,"0,23","0,1",10,"0,71",1,26,"3,35"
"Saumon, appertisé, égoutté",180,"10,2","1,68","1,75","0,11","0,061","0,63","0,85",90,"1,5",0,0,"20,5","1,22",270,"0,038","0,45",30,42,"0,048",440,300,42,488,"0,7",90,0,13,"1,5",0,0,0,"0,04","0,18",7,"0,55","0,45",12,"3,1"
"Saumon, bouilli/cuit à l'eau, élevage",193,"10,3",0,0,0,0,0,0,0,0,0,0,25,"0,084","4,6","0,1","0,3",0,"29,7","0,1",150,347,5,"33,6","0,4",14,0,"3,45","2,63",0,0,0,"0,25","0,056","6,25","1,5","0,58",28,0
"Saumon, cru, élevage",194,"12,4","2,15","2,56","1,15","0,32","0,62","0,88","53,6",0,0,"0,25","20,5","0,16","5,84","0,1","0,48","8,21","27,4","0,1",181,358,"16,5","45,4","0,36","4,27","0,008","3,69","1,89","0,3","0,5","1,8","0,21","0,076","8,25","0,95","0,58","20,8","3,95"
"Saumon, cru, sauvage",166,"9,17","1,92","1,52",0,0,"0,32","1,12",53,0,0,0,21,"0,12","13,5","0,16","0,66","12,2","29,2","0,016",225,436,27,46,"0,58","19,5",0,"8,6","1,11","0,3",0,0,"0,21","0,24","8,83","1,48","0,49","13,1","4,84"
"Saumon, cuit à la vapeur",195,"11,5","2,39","1,29","0,39","0,18","0,64","1,11","36,3",0,0,0,23,"0,13","9,23","0,026","0,4",17,"21,4","0,007",270,390,19,"51,5","0,39",5,0,"8,7","2,05",0,0,0,"0,22","0,11",7,"1,09","0,49","11,7","3,05"
"Saumon, cuit au micro0ondes, élevage",200,"11,4",0,0,0,0,0,0,0,0,0,0,"24,2","0,098",5,"0,1","0,4",0,"31,6","0,1",250,402,5,39,"0,4",15,0,"3,3","2,4",0,0,0,"0,21","0,054","7,6","1,45","0,71",19,0
"Saumon, cuit, sans précision (aliment moyen)",205,"12,5","2,5",0,0,0,"0,68","1,38","57,3",0,0,0,23,"0,13","11,5","0,045","0,35",0,"28,6","0,023",243,383,0,"53,3","0,42",0,0,0,0,0,0,"2,79","0,27","0,099","7,6","1,42","0,46","19,9","2,78"
"Saumon, élevage, rôti/cuit au four",210,"13,5","2,5",0,0,0,"0,69","1,46",63,0,0,0,"22,1","0,15",15,"0,049","0,34",0,30,"0,016",252,384,0,61,"0,43",0,0,0,0,0,0,"3,7","0,3","0,11","8,05","1,49","0,39","21,1","2,65"
"Saumon, grillé/poêlé",223,"13,5","2,87","1,79",0,0,"0,78","1,5","71,8",0,0,0,"25,5","0,11","8,4","0,05","0,43","13,5","31,7","0,05",263,414,11,"44,2","0,48","17,5",0,"5,82","3,52",0,0,0,"0,23","0,086","8,15","1,7","0,34",18,"3,4"
"Saupe, crue","94,5","2,5",0,0,0,0,0,0,0,0,0,0,18,0,28,"0,6","4,3",0,27,"0,1",0,540,0,0,"3,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sauté d'agneau au curry, préemballé","167,1","13,9","6,7",0,0,0,0,0,0,0,0,1,"10,5","1,29","17,5","0,07","2,15",0,"13,3","0,04",181,200,0,514,"2,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scarole, crue",8,"0,2","0,048","0,004","0,075","0,013",0,0,0,"0,3","0,23","3,1","1,25","0,055",52,"0,099","0,83","0,4",15,"0,42",28,314,"0,6",22,"0,79",0,1500,0,0,0,0,"6,5","0,08","0,075","0,4","0,9","0,02",142,0
"Sébaste du nord, ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue","89,5","1,6","0,31","0,16","0,019","0,0058","0,097","0,22","47,2",0,0,0,"18,8","0,18","12,5","0,1","0,26","21,7","27,5","0,1",168,333,"28,3","72,8","0,33","6,9",0,"3,96","0,84",0,0,0,"0,063","0,07","2,16","0,17","0,19",9,"1,78"
"Seiche, crue","76,3","1,05","0,35","0,046","0,014","0,015","0,069","0,22",111,"0,51",0,0,"16,2","0,93","37,1","0,76","2,74",21,31,"0,082",236,351,65,372,"1,81",25,0,0,"2,4",0,0,"5,3","0,057","0,37","2,1","0,5","0,33",14,"2,5"
"Seigle entier, cru",334,"1,97","0,25","0,22","0,84","0,12",0,0,0,61,"0,98",15,"9,83","0,0073","26,4","0,34","3,32","2,7",104,"3,14",346,469,"1,5","2,9","2,78",0,7,0,1,"5,9",0,0,"0,34","0,21","2,99","1,4","0,29",47,0
"Seitan, préemballé",134,"2,5","0,38","1,48","0,42","0,02","0,01","0,01",0,"6,74","0,81","0,9","20,6","1,13",20,"0,23","1,5",20,18,"0,61",62,75,30,451,"1,2",0,"24,6","0,25","0,51","0,8",0,"0,5","0,036","0,03","6,92","0,16","0,022","14,7","0,038"
Sel au céleri,49,"2,53",0,0,0,0,0,0,0,"4,14",0,"1,19","1,81","87,5",0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",0,0,0,0,0,0,0,0,0,0,0,0,0,"97,8","13,3",0,0,1860,"3,15",0,0,"16,9",0,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",0,0,0,0,0,0,0,0,0,0,0,0,0,"97,8","13,3",0,0,1860,"3,15",0,0,"16,9",0,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",0,0,0,0,0,0,0,0,0,0,0,0,0,"97,8","13,3","0,15","0,29","1,8","3,15","0,12",8,"16,9","0,5",39100,"0,088",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sel marin gris, non iodé, non fluoré",0,0,0,0,0,0,0,0,0,0,0,0,0,"80,5",181,0,0,200,503,0,0,"99,3",0,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selles0sur0Cher (fromage de chèvre),291,"23,9",18,"3,66","0,6","0,15","0,0093",0,0,0,0,0,"19,2","1,4",167,0,0,56,0,0,0,0,0,562,0,0,0,0,"0,6",0,0,0,0,0,0,0,0,0,"0,1"
"Semoule au lait, rayon frais",121,"3,23","2,28",0,"0,086","0,014",0,0,"10,1","19,4",14,"0,55","3,46","0,095","83,7","0,036",1,"8,4",11,"0,038",177,135,"2,2","37,8","0,39",14,53,"0,7","0,1",0,0,"0,5","0,05","0,14","0,13","0,39","0,05",5,"0,2"
"Semoule de blé dur, crue",352,"1,25","0,21","0,14","0,49","0,034",0,0,0,"71,6",1,"3,37","10,9","0,003","16,9","0,3","0,92","0,3","26,5","2,31",102,152,1,"1,2","2,18",0,0,0,"0,1",30,0,0,"0,25","0,063","2,16","0,54","0,094",57,0
"Semoule de blé dur, cuite, non salée",122,"0,8","0,25","0,2","0,25","0,02","0,01","0,01",0,24,3,"1,9","3,42","0,013",13,"0,12",1,20,16,3,62,96,20,5,"0,48",0,5,"0,25",0,"0,8",0,"0,5","0,053","0,01","0,24","0,24","0,01","19,5",0
"Sésame, graine","557,1","49,7","7,09","18,7","21,2","0,26",0,0,0,"9,85","0,3","14,9","17,6","0,1",962,"1,58","14,6",5,324,"1,24",605,468,"26,5","2,31","5,74",0,5,0,"0,25",0,0,0,"0,79","0,25","4,52","0,05","0,79",97,0
"Sésame, graine décortiquée","607,3","56,1","8,1",19,"21,9","0,39",0,0,0,"4,5","0,48","11,9","21,1","0,073","62,4","1,4","6,36","0,2",348,"1,95",703,419,"24,4",29,"7,24",0,40,0,"1,68",0,0,0,"0,75","0,17","5,16","0,17","0,6",106,0
"Sésame, grillé, graine décortiquée","536,56",48,"6,72",0,0,0,0,0,0,"9,14","0,48","16,9",17,"0,098",131,"1,46","7,78",0,346,"1,43",774,406,0,39,"10,2",0,40,0,"0,25",0,0,0,"1,21","0,47","5,44","0,68","0,15",96,0
"Sirop à diluer, sucré",255,"0,5",0,0,0,0,0,0,0,"62,6","58,8","0,5","0,5","0,017","2,7","0,01","0,06",20,"1,2","0,03","2,5",17,20,"6,76","0,05",0,5,0,0,"0,8",0,"0,5","0,015","0,01","0,1","0,0074","0,01",5,0
Sirop d'agave,"318,9","0,5","0,25","0,01","0,01","0,01",0,"0,01",0,"78,1","70,2",0,"0,5","0,018",0,0,0,0,0,0,0,0,0,"3,99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirop d'érable,"269,1","0,06","0,007",0,0,0,0,0,0,"67,1","62,6",0,"0,04","0,015",106,"0,018","0,11",0,21,"2,6",2,219,0,"6,57","1,09",0,0,0,0,0,0,0,"0,066","1,27","0,081","0,036","0,002",0,0
Sirop léger pour fruits appertisés au sirop,"65,86","0,5",0,0,0,0,0,0,0,15,"13,6","0,5","0,34","0,011","7,13","0,025","0,095",20,"6,3","0,3","5,98","99,5",20,"4,23","0,043",0,"3,57",0,0,"0,8",0,"4,5","0,18","0,01","0,12","0,044","0,0082","9,02",0
Sirop léger pour poire appertisée,"60,7","0,3",0,0,0,0,0,0,0,"14,6","12,5","0,5","0,5","0,0043","6,7","0,04","0,05",0,"3,6","0,01","5,2",70,20,"1,7","0,05",0,5,"0,25","0,08","0,8",0,"0,66","0,14","0,01","0,1","0,025","0,01","6,74",0
Sirop pour fruits appertisés au sirop,"80,1","0,5",0,0,0,0,0,0,0,"18,4","14,9","0,5","0,5","0,019","6,4","0,025","0,07",16,"3,75","0,045","6,8",74,20,"7,5","0,05",0,132,0,0,"0,8",0,"0,5","0,37","0,01","0,095","0,049","0,041",11,0
Smoothie,"54,42","0,26","0,17",0,0,0,0,0,0,"12,4","11,7","1,08","0,62","0,01","9,65","0,045","0,24",20,"11,5","0,27","15,5",165,20,"3,84","0,07",0,238,0,0,"0,88",0,"20,2","0,059","0,012","0,2","0,079","0,064","28,6",0
Snack pour enfants à base de fromage fondu et de gressins,"309,7","18,9","11,3",0,0,0,0,0,49,"24,1","3,1","1,2","10,8","1,36",145,"0,4","0,63","14,8",21,0,383,131,"5,45",543,"3,79",188,"74,9","0,27","0,99",0,0,0,"0,15","0,3","0,49","0,36","0,07","11,5","0,63"
"Soja, graine entière",432,"19,2","2,72","4,35","9,04","1,29",0,0,0,"20,8","7,33",13,"34,5","0,0075",220,"0,88","15,7","0,6",253,"2,26",586,1740,"8,8",3,"2,95",0,13,0,"0,85",47,0,6,"0,87","0,87","1,62","1,36","0,4",328,0
